"時間.年.","行業","受僱員工人數","平均薪資","經常性.薪資","非經常性薪資","加班費","平均.工時","正常.工時","加班.工時","進.入.率","退.出.率","勞動.生產力.指數","單位產出.勞動成本.指數","平均.薪資.指數","經常性.薪資.指數"
"99","醫療保健服務業","299384","57887","49080","8807","910","175.0","172.5","2.5","1.41","1.13","-","-","104.43","105.91"
"99","藝術、娛樂及休閒服務業","50983","32841","30150","2691","215","181.4","180.0","1.4","3.84","4.24","-","-","104.91","105.78"
"99","其他服務業","82883","30813","27512","3301","322","195.8","193.6","2.2","1.96","2.08","-","-","102.02","101.56"
"100","工業部門","3113379","43946","34750","9196","2353","184.1","169.8","14.3","2.38","2.20","128.19","80.99","103.39","101.55"
"100","服務業部門","3692894","47269","38665","8604","672","174.3","170.6","3.7","2.68","2.45","-","-","106.56","104.35"
"100","礦業及土石採取業","4024","54385","41523","12862","1020","181.5","177.4","4.1","1.26","1.16","106.94","95.99","101.95","102.16"
"100","製造業","2618487","43533","33920","9613","2580","185.3","169.4","15.9","2.36","2.14","129.28","80.30","102.69","100.89"
"100","電力及燃氣供應業","29047","94955","65770","29185","1546","170.6","166.3","4.3","0.48","0.26","99.64","98.56","97.66","100.07"
"100","用水供應及污染整治業","25691","46212","36648","9564","742","178.7","173.8","4.9","1.77","1.67","-","-","97.80","97.40"
"100","營造業","436130","42800","37493","5307","1152","178.3","172.4","5.9","2.73","2.69","-","-","109.27","105.64"
"100","批發及零售業","1475509","42847","35965","6882","451","173.9","171.3","2.6","2.41","2.21","-","-","108.80","106.27"
"100","運輸及倉儲業","262408","50441","40445","9996","1316","179.2","171.2","8.0","1.74","1.55","-","-","104.09","102.90"
"100","住宿及餐飲業","285810","29761","25731","4030","477","169.2","166.2","3.0","5.23","4.74","-","-","119.23","110.87"
"100","資訊及通訊傳播業","181165","66588","51103","15485","532","168.1","165.8","2.3","2.31","2.04","-","-","108.92","104.85"
"100","金融及保險業","358525","75988","54803","21185","745","165.9","163.4","2.5","1.56","1.42","-","-","110.04","105.35"
"100","不動產業","95700","42313","34758","7555","270","179.0","177.4","1.6","2.99","2.58","-","-","110.44","104.30"
"100","專業、科學及技術服務業","210074","55182","45550","9632","1040","173.2","168.4","4.8","2.18","1.96","-","-","106.65","106.92"
"100","支援服務業","307721","33065","29495","3570","1184","191.9","182.1","9.8","5.07","4.95","-","-","101.36","99.71"
"100","教育服務業","76622","22414","21223","1191","124","135.1","134.2","0.9","2.49","2.19","-","-","-","-"
"100","醫療保健服務業","307664","59887","50100","9787","966","173.9","171.0","2.9","1.65","1.37","-","-","108.04","108.11"
"100","藝術、娛樂及休閒服務業","48394","33438","30576","2862","297","182.5","180.3","2.2","4.64","4.65","-","-","106.82","107.27"
"100","其他服務業","83302","32529","28231","4298","483","196.6","193.1","3.5","1.93","1.86","-","-","107.70","104.22"
"101","工業部門","3151714","44280","35173","9107","2308","183.2","169.6","13.6","2.11","2.05","127.23","82.91","104.17","102.79"
"101","服務業部門","3766614","47233","39164","8069","683","174.6","171.0","3.6","2.43","2.29","-","-","106.48","105.70"
"101","礦業及土石採取業","3989","53129","42091","11038","1138","182.7","178.1","4.6","1.00","1.61","112.11","88.85","99.60","103.56"
"101","製造業","2651953","43994","34432","9562","2487","184.1","169.3","14.8","2.04","1.98","128.34","82.28","103.78","102.42"
"101","電力及燃氣供應業","29400","92457","66857","25600","2820","176.5","168.0","8.5","0.44","0.39","95.19","97.13","95.09","101.72"
"101","用水供應及污染整治業","26112","44031","36474","7557","723","178.6","174.0","4.6","1.67","1.63","-","-","93.19","96.93"
"101","營造業","440260","42728","37385","5343","1305","178.2","171.2","7.0","2.71","2.59","-","-","109.09","105.34"
"101","批發及零售業","1510447","42180","36171","6009","421","173.2","170.9","2.3","2.36","2.22","-","-","107.11","106.88"
"101","運輸及倉儲業","264751","50463","40590","9873","1721","181.0","170.9","10.1","1.97","1.88","-","-","104.13","103.26"
"101","住宿及餐飲業","302658","30156","26667","3489","391","171.3","169.0","2.3","3.92","3.52","-","-","120.82","114.90"
"101","資訊及通訊傳播業","184931","67309","52324","14985","574","168.7","166.3","2.4","2.04","1.87","-","-","110.10","107.35"
"101","金融及保險業","360031","76932","55250","21682","765","167.5","165.0","2.5","1.32","1.30","-","-","111.41","106.21"
"101","不動產業","97394","39957","35065","4892","275","180.0","178.2","1.8","2.90","2.69","-","-","104.29","105.22"
"101","專業、科學及技術服務業","213995","56198","46798","9400","1024","174.0","169.3","4.7","1.99","1.88","-","-","108.62","109.85"
"101","支援服務業","308727","33736","30320","3416","1106","191.9","183.3","8.6","4.24","4.24","-","-","103.41","102.49"
"101","教育服務業","77057","22769","21542","1227","98","132.4","131.7","0.7","1.72","1.84","-","-","-","-"
"101","醫療保健服務業","317147","60263","51010","9253","1041","174.7","171.8","2.9","1.59","1.34","-","-","108.72","110.07"
"101","藝術、娛樂及休閒服務業","47423","35531","31958","3573","438","183.9","181.0","2.9","4.01","4.27","-","-","113.51","112.12"
"101","其他服務業","82053","32683","28701","3982","438","196.2","193.2","3.0","1.95","2.06","-","-","108.21","105.95"
